,principal component 1,principal component 2
0,-0.4717492860393218,0.06692294890594812
1,-0.5869111125322733,0.3646770275361506
2,-0.5732233695566694,0.3086201848640371
3,-0.4309149898297045,0.20514576505095275
4,-0.5874751852960928,0.3662891760514728
5,-0.5871609193342211,0.3647778991429251
6,-0.5876000886970667,0.36633961185486
7,-0.586451401703062,0.3623785522599922
8,-0.5876625403975537,0.36636482975655366
9,-0.19849769452978608,-0.004213040918101676
10,-0.11334750365378223,-0.1229268790298752
11,-0.587410726136169,0.36487877074969954
12,-0.1874008592457019,-0.15030259882265132
13,0.2855418012274999,-0.4581774311900035
14,0.09220736394959625,-0.3126495545045791
15,0.2989989875228691,-0.3801785848314527
16,-0.5840817151457096,0.35038294165918177
17,-0.3131052583985351,-0.05857462800148453
18,0.1755687452425762,0.2803691819817168
19,-0.5881621540014493,0.3665665729701026
20,-0.6863736931476981,0.5965635725395264
21,-0.5855333765165801,0.3611134356535782
22,-0.5881653934115099,0.36642008426376255
23,-0.5874720423096609,0.36628408883497154
24,0.5534554020330179,-0.47455450431590585
25,-0.5884119608033972,0.366667444576877
26,-0.5876625403975537,0.36636482975655366
27,-0.4280512676919606,0.19400943849286234
28,0.21611862926798361,-0.4790035196247144
29,-0.5885993159048581,0.3667430982819579
30,-0.5839075560182576,0.3517381092500447
31,-0.570803181966562,0.33235109417592507
32,-0.48854294226994777,0.13427068636247286
33,3.997890312880372,-3.2401942189182864
34,-0.5818818534126078,0.33980400329934796
35,-0.11739459834847828,-0.04554355496910928
36,-0.5840777002268358,0.34761256685902253
37,-0.21838963278719864,-0.11002943973134471
38,-0.5831158717184151,0.36579831021563836
39,-0.5875035081141278,0.36410479227962333
40,0.3075051037408139,-0.5384635306463696
41,4.728253095290839,-3.1298533112087132
42,0.10551508760398062,-0.24323126066403772
43,-0.6868445902256465,0.598484191052328
44,-0.5866485004238982,0.36419870557096
45,-0.6880311725348988,0.5989633311845066
46,-0.5890989295087538,0.36694484149550677
47,-0.5891613812092408,0.3669700593972004
48,-0.6860614346452634,0.5964374830310584
49,-0.5892238329097277,0.36699527729889403
50,-0.5558633653166336,0.36272963344001147
51,1.645899789371169,1.0597236256434783
52,-0.5845773138307314,0.34781431007257146
53,-0.5893487363107016,0.36704571310228123
54,-0.42990632370054305,0.19804303194356898
55,-0.5880077299505976,0.3666946704744488
56,2.1109308019023683,-1.1949745885989467
57,-0.567353418106408,0.32522672981653106
58,-0.3461538034652708,0.13198461541515197
59,-0.494467973667159,0.28707990285174184
60,-0.5850168691286861,0.36624878022747653
61,1.7228385257088192,-0.822459133936074
62,0.060112928453984506,0.29366066751927805
63,-0.26013371313177097,-0.007125783991847513
64,-0.2723033071226608,0.06954399768546743
65,-0.5492587275583726,0.28655818349425993
66,-0.21020874358040023,0.12752725821252997
67,-0.47950220456349857,0.3547495569932766
68,-0.4050081340952722,0.16127543743126277
69,0.5602606595147475,-0.5902103932015876
70,-0.5851206999063512,0.3566860834874647
71,-0.4181627700791535,0.1923357047006427
72,-0.5535079024681114,0.33714151716064944
73,6.344354831659704,-3.4641242614990246
74,-0.589190097735188,0.3652511840979477
75,-0.5884119608033972,0.366667444576877
76,-0.5859562698900368,0.35183207241003
77,0.319911923854775,-0.4015880462797481
78,-0.6859989829447765,0.5964122651293647
79,-0.5874751852960928,0.3662891760514728
80,-0.5005199714650499,0.35657061976456084
81,-0.5855915969842995,0.3586067020002663
82,-0.5438726749795973,0.36137946210462957
83,-0.5874127335956059,0.3662639581497792
84,-0.6854210146192536,0.5938254418536482
85,-0.46005096933336,0.35194100100979153
86,-0.5898483499145973,0.36724745631583017
87,-0.10036724944830122,-0.09195227844193368
88,-0.03127529153384473,-0.1027433751564021
89,-0.4395345711478636,0.3496308210320985
90,-0.42880768486946663,0.20240024212935037
91,-0.5817828930036482,0.3558618144435718
92,-0.5870627603619025,0.3657321495360305
93,-0.5800743050363631,0.3512236992013732
94,-0.37990797537508325,0.1579807028023887
95,-0.3835372526415742,0.008157751746266772
96,1.9403667469472452,-1.370375984046647
97,-0.5894270127051511,0.3650699746443675
98,-0.5888780114719865,0.36698527170550893
99,-0.42517617345810665,0.18928785004485796
100,5.508805511708577,-3.552870664830744
101,-0.5882916046033982,0.3671267214630373
102,3.3957005597831746,-2.2030214328611466
103,-0.5891132877717274,0.3660854038458804
104,-0.5900981567165451,0.36734832792260463
105,-0.6017900399539915,0.3828725407057729
106,-0.4602965134050584,0.2716993626676419
107,-0.587225378494145,0.36618830444469835
108,1.446509663798556,-1.2492591806774882
109,-0.590223060117519,0.36739876372599184
110,0.4259208590929701,-0.38124110895438396
111,-0.4813416877272545,0.3551749146622711
112,-0.3733952780956713,0.1555307966796572
113,-0.420695583335498,0.3475095202047976
114,-0.5758698668872606,0.3081687907453793
115,-0.34305205534320465,0.19439915244127293
116,-0.5889740261077798,0.36689440569211956
117,0.32290861028878876,-0.3054325315584115
118,-0.588786671006319,0.3668187519870387
119,-0.5874751852960928,0.3662891760514728
120,-0.4294385361969448,0.20072509525954535
121,-0.048152608158403824,-0.08535799709817872
122,-0.3417604604834744,0.12835436735878897
123,-0.5903623217814666,0.36658976187975273
124,-0.5446195142262036,0.2774201798036507
125,-0.5884095250420637,0.3665876360733828
126,-0.3929070183915303,0.11647404794759741
127,-0.5900163281044922,0.36471957917033837
128,-0.5880666245235973,0.3663192892415162
129,-0.5226615963679547,0.41333488252190986
130,-0.19202203580167285,0.024478327490850733
131,-0.5744897730185377,0.31034288634840246
132,-0.5892099373480245,0.36602060253849955
133,-0.5188421206613926,0.43461731512132995
134,-0.17702185093855488,-0.011587301225998258
135,-0.40676508747474965,0.14465546030138565
136,1.7220243347314628,-1.4603928526063936
137,-0.25156602032250347,0.037984264896147785
138,0.1482139508393675,-0.021190190334374703
139,-0.5878271956505993,0.36738358580368924
140,-0.5788171349332807,0.36533245116379776
141,-0.5538972721796269,0.29783495372544083
142,-0.5911598356248234,0.3677770322513961
143,-0.5912222873253103,0.3678022501530897
144,-0.41050820936397026,0.12963998952281214
145,-0.31283771328174176,0.10937493096094732
146,-0.5805366325278419,0.3375303341628358
147,-0.5912847390257974,0.36782746805478334
148,-0.3337833534816184,0.12197100042938055
149,0.5457750868598223,-0.5931601699108788
150,-0.38801356774140805,0.16780242428533668
151,0.15390030718958989,-0.01723344201713855
152,-0.36404763861003686,0.175700550586393
153,-0.5874751852960928,0.3662891760514728
154,3.6072936762866172,-2.8240084449651275
155,0.7983922676590457,-0.7254735218417547
156,-0.24996884860182492,0.03593682601724225
157,-0.3595019702654814,0.12796249527671164
158,-0.5580780124994973,0.3632699781433776
159,-0.42084154827364617,0.16795787546736124
160,-0.27126161397730486,0.0382295382406995
161,-0.56863930217816,0.2894644355394081
162,-0.5916594492287192,0.367978775464945
163,-0.25944207421119003,0.33002498375636813
164,-0.5780572437371264,0.3278768057954405
165,0.2228769355382278,-0.30692542153107655
166,-0.6805399386196813,0.5976651625453957
167,0.8581090029930798,-0.8572873978642398
168,3.488806135520679,-1.2365752042809595
169,-0.30022605416397946,0.1191744235221326
170,-0.5919348880583594,0.3681116033417468
171,0.12263547292295558,-0.33721185681676064
172,-0.5902058060633358,0.36790602155856594
173,-0.2660739899398327,0.0017259555053429525
174,-0.5488300087177792,0.3318651396648383
175,1.9892986591932367,-1.4101996596333433
176,-0.4239036210370557,0.17333068340037777
177,-0.5656739301378451,0.3638343190780512
178,0.8551410778518825,-0.8812876077884997
179,-0.43412339740516803,0.2051449493780291
180,-0.5874751852960928,0.3662891760514728
181,0.9723138720356379,-0.7246238434610435
182,-0.5922215145331018,0.36820573658018757
183,-0.6003835351683965,0.38122429140102043
184,-0.6864698800227248,0.5983328836421663
185,-0.5880997023009624,0.36654135506840896
186,-0.589589063235528,0.36641941987578547
187,-0.5843026410053268,0.3616803419775657
188,0.6503829340712202,-0.8891248200876145
189,3.3893477979878583,-1.317196265514013
190,1.1910849218528645,-0.2686463119569882
191,-0.5918755208561273,0.3663355538707732
192,-0.5796446731024797,0.35623331445582407
193,-0.10405894768262433,-0.16537655227505252
194,-0.5924088696345626,0.3682813902852684
195,-0.5924403984040257,0.3682565565407397
196,-0.5873733544287157,0.3658679265569584
197,-0.5820248715065309,0.3656754618081174
198,-0.4175981114530787,0.17914884379084856
199,-0.5948992768026422,0.3731761102326007
200,-0.5884119608033972,0.366667444576877
201,-0.5925337730355366,0.3683318260886556
202,0.8562053526179705,-1.1613428368227088
203,0.07396515057308935,-0.23900200716423708
204,-0.5925962247360235,0.36835704399034924
205,1.056894043136065,-0.8937125093935102
206,-0.5088564333913169,0.2059445095942184
207,0.15360600634087407,-0.23209828583022127
208,-0.5821716829330573,0.34703459076255605
209,-0.4296893266705939,0.20335447835778242
210,0.7081186756341689,-0.6362283069249154
211,-0.5927211281369974,0.36840747979373645
212,3.721164015803395,-2.6100210292484913
213,-0.3455292864604012,0.1317324363982158
214,10.941720804291936,-9.406849734020856
215,1.3780476737723584,-1.349736722713644
216,7.794455395692189,-4.370051885055499
217,-0.5441900125823733,0.17230264827442257
218,-0.43325759987786183,0.2028364600664608
219,0.5427510926721224,-0.761793984337651
220,-0.5891367936238492,0.3664107756475136
221,-0.5870042882181444,0.3643685575386712
222,-0.294262902923628,-0.18141204698581453
223,-0.5905539978487166,0.35888004093480924
224,-0.19048161534874686,0.03033816292499614
225,-0.5275671694642021,0.3611437804802461
226,0.3137508927751856,-0.3903016657071695
227,-0.11422650417925916,-0.2507947943696812
228,-0.5851586663136583,0.36096212824341645
229,-0.24574567483318932,-0.06428757415971781
230,-0.4778223180691345,0.2718270540748222
231,0.6287200315003058,-0.726290396276748
232,-0.27571302177479956,0.04195807266740249
233,0.2508978439679222,-0.37257235181690346
234,-0.00910212197646637,-0.2732165716613413
235,-0.5930958383399192,0.3685587872038982
236,0.7156911805473571,0.07471010396270097
237,1.3825175958662455,-1.2884173774983338
238,-0.28301318631845335,0.12048100943478761
239,-0.42956442326961997,0.2033040425543952
240,-0.5531213276145975,0.36265729010736314
241,0.0970470290780402,-0.41041094307584314
242,-0.5876214494870304,0.3597712362223698
243,-0.6807229282123184,0.573516150385907
244,-0.5886009356098884,0.36666985392878787
245,0.4061583672514947,-0.4863303494010283
246,-0.5882492861073574,0.36690372747378985
247,0.6831089073010809,-0.7863817894186411
248,-0.5888491227068059,0.36684396988873236
249,-0.5582620112252235,0.3045798332231795
250,-0.4193940465231045,0.20212247002907963
251,-0.04500192755143843,-0.1270354436456189
252,0.4347779841954523,-0.5591150283242696
253,-0.4295343113780665,0.18252623155320113
254,-0.4267162898230179,0.19283503823078785
255,0.7767334292780818,-0.7924563331749349
256,1.0617120586655497,-0.8167362949747916
257,-0.5818520256086492,0.3615093296738296
258,-0.5878498954990146,0.3664404834616345
