,BTCUSDT_open,BTCUSDT_high,BTCUSDT_low,BTCUSDT_close,EMA10gtEMA30,ClGtEMA10,MACD,RSI,%K,%R,PROC,return,class
998,60006.67,60499.0,50931.3,56150.01,1,-1,338.0440573705364,41.3086972330488,37.48346225947553,-62.51653774052446,-0.11679103421156112,0.0,0
999,60006.67,60499.0,50931.3,56150.01,1,-1,582.2322835763466,41.30869723304879,37.48346225947553,-62.51653774052446,-0.11679103421156112,-0.009205163097922964,0
1000,56150.01,57526.81,54221.58,55633.14,1,-1,748.9527700523545,39.929988073729135,33.77103579047166,-66.22896420952834,-0.11636665648552331,0.01423360248945138,1
1001,55633.14,57076.24,53329.96,56425.0,1,-1,773.1511086430113,43.065157729920855,39.45858202791124,-60.54141797208876,-0.10663366264523838,-0.0467411608329642,0
1002,56425.0,56757.91,53536.02,53787.63,-1,-1,923.8340886816502,36.274496545784416,20.515632743648823,-79.48436725635118,-0.12304874231268391,-0.03898052396062068,0
1003,53787.62,55521.48,50500.0,51690.96,-1,-1,1109.2843251729898,31.95994426373045,8.297060052946907,-91.70293994705308,-0.13857961766243954,-0.010946208002327706,0
1004,51690.95,52131.85,47500.0,51125.14,-1,-1,1206.5808425988562,30.892083952932552,20.889362682954935,-79.11063731704506,-0.08949009982366882,0.0,0
1005,51690.95,52131.85,47500.0,51125.14,-1,-1,1204.6645201696708,30.892083952932552,20.889362682954935,-79.11063731704506,-0.08949009982366882,-0.021071824937789918,0
1006,51110.56,51166.22,48657.14,50047.84,-1,-1,1206.6690636904887,28.769483605519085,14.681571971879661,-85.31842802812035,-0.10039519610074145,-0.019602644190038987,0
1007,50047.84,50567.91,46930.0,49066.77,-1,-1,1202.1346318758783,26.953216789776263,11.92127873242578,-88.07872126757421,-0.13040726628267618,0.10056948928979836,1
1008,49066.76,54356.62,48753.44,54001.39,-1,1,813.473975748148,45.56743445567499,41.91695317131002,-58.08304682868998,0.003974147959298486,0.0187139627331816,1
1009,54001.38,55460.0,53222.0,55011.97,-1,1,452.9936715955355,48.46382766181249,48.71412202444636,-51.28587797555364,0.0642474041882759,-0.0030129806294884043,0
1010,55011.97,56428.0,53813.16,54846.22,-1,1,203.1114075957869,48.0125734979205,50.82302637703397,-49.17697362296603,0.07278376157013951,0.0,0
1011,55011.97,56428.0,53813.16,54846.22,-1,1,24.60838395259202,48.01257349792049,58.34048198098608,-41.65951801901392,0.07278376157013951,-0.023542552248814963,0
1012,54846.23,55195.84,52330.94,53555.0,-1,-1,-17.45153482930391,44.28697854590065,48.82452649421475,-51.17547350578525,0.07007615113859067,0.07729007562319112,1
1013,53555.0,57963.0,53013.01,57694.27,-1,1,-318.3081179903163,56.05831029254471,97.56430707876369,-2.43569292123632,0.17583183078894332,0.0018390041160067927,1
1014,57697.25,58458.07,56956.14,57800.37,-1,1,-507.489061660855,56.31310848513118,94.29479522591382,-5.705204774086184,0.07034967062884868,-0.021144501324126486,0
1015,57797.35,57911.02,56035.25,56578.21,-1,1,-530.8335799730917,52.53425922704744,83.69319409059798,-16.306805909402012,0.028470894607119105,0.010448898966580966,1
1016,56578.21,58981.44,56435.0,57169.39,-1,1,-563.5245268330266,54.1374479001892,84.96403749261498,-15.035962507385031,0.04235788719806029,0.0,0
1017,56578.21,58981.44,56435.0,57169.39,1,1,-561.3478077009621,54.1374479001892,84.96403749261498,-15.035962507385031,0.04235788719806029,-0.06943191102791191,0
1018,57169.39,57200.0,53046.69,53200.01,-1,-1,-282.8348346305181,42.86374067248845,52.027060666609145,-47.972939333390855,-0.006628512743908094,0.07962592488234499,1
1019,53205.05,58069.82,52900.0,57436.11,-1,1,-368.7296876864193,53.897462141520485,87.1772169964751,-12.822783003524902,-0.00447462113655301,-0.0181493837239326,0
1020,57436.11,58360.0,55200.0,56393.68,1,1,-340.8216937378216,51.27343681526373,78.52737930073086,-21.472620699269147,-0.02433704144108424,0.016332858575641707,1
1021,56393.68,58650.0,55241.63,57314.75,1,1,-367.5764444976969,53.43082677434689,83.70463433711379,-16.29536566288622,0.013018085938031635,0.026996541030014143,1
1022,57315.49,59500.0,56900.0,58862.05,1,1,-466.31697094498173,56.88436473220342,91.10134383029299,-8.898656169707008,0.029607802357170566,0.0,0
1023,57315.49,59500.0,56900.0,58862.05,1,1,-505.1927435114882,56.884364732203416,91.10134383029299,-8.898656169707008,0.029607802357170566,-0.010553658936445554,0
1024,58866.53,59300.0,56235.66,58240.84,1,1,-463.7129084888115,54.98569805492816,82.43619107665435,-17.563808923345654,0.0947524257984161,-0.04163229788581346,0
1025,58240.83,59500.0,53400.0,55816.14,1,-1,-257.89076283367206,48.22034607441925,48.614462705012905,-51.385537294987095,-0.028204730438743175,0.01529808403089139,1
1026,55816.14,56862.43,54370.0,56670.02,1,-1,-168.49510871883038,50.52877663955317,57.1215151515151,-42.8784848484849,0.004900194489878946,-0.12420500292747383,0
1027,56670.02,58000.01,48600.0,49631.32,-1,-1,347.3104596763447,36.2014789872038,9.461651376146786,-90.53834862385321,-0.13405676549230347,0.0007988907004690127,1
1028,49537.15,51367.19,46000.0,49670.97,-1,-1,650.8267697109961,36.31103220294117,27.19237037037038,-72.80762962962962,-0.1561461077213587,0.0,0
1029,49537.15,51367.19,46000.0,49670.97,-1,-1,806.4204633361988,36.31103220294117,27.19237037037038,-72.80762962962962,-0.1561461077213587,0.0034321858421528795,1
1030,49671.92,51483.0,48799.75,49841.45,-1,-1,848.4250175213645,36.85175590876612,28.455185185185165,-71.54481481481483,-0.14421821525925793,-0.061765056995733425,0
1031,49844.16,50700.0,46555.0,46762.99,-1,-1,1022.4381800033011,31.629601783709674,5.651777777777762,-94.34822222222223,-0.1621959168082924,-0.007088725507072957,0
1032,46762.99,49795.89,43825.39,46431.5,-1,-1,1092.4341718061014,31.118240165344403,16.62631478550344,-83.37368521449656,-0.18066907334777713,-0.062316746174472026,0
1033,46426.83,46686.0,42001.0,43538.04,-1,-1,1254.573972338162,27.012996820696628,8.783587633579067,-91.21641236642094,-0.12277086323716555,-0.015808244927883797,0
1034,43538.02,45799.29,42250.02,42849.78,-1,-1,1322.3779506843994,26.12995303785962,4.850448597062683,-95.1495514029373,-0.13732749732892274,0.0,0
1035,43538.02,45799.29,42250.02,42849.78,-1,-1,1280.5625545491746,26.12995303785962,4.850448597062683,-95.1495514029373,-0.13732749732892274,-0.1437507963868193,0
1036,42849.78,43584.9,30000.0,36690.09,-1,-1,1562.4102548792457,19.510142002214963,22.678271186440668,-77.32172881355933,-0.2638639124664311,0.10456638291157105,1
1037,36671.23,42451.67,34850.0,40526.64,-1,-1,1390.8510587204087,31.2012161449249,35.68352542372882,-64.31647457627119,-0.13336080520086502,-0.08080191202626219,0
1038,40525.39,42200.0,33488.0,37252.01,-1,-1,1394.7474840281948,27.526152816510205,24.58308474576272,-75.41691525423728,-0.19769962202384153,0.005307633064632,1
1039,37263.35,38829.0,35200.62,37449.73,-1,-1,1283.6356600760719,28.077003795052832,26.60616906922534,-73.39383093077467,-0.13983886275082658,-0.07461949658916112,0
1040,37458.51,38270.64,31111.01,34655.25,-1,-1,1294.293107336132,25.165643608928136,16.6258869193261,-83.3741130806739,-0.19123855478371182,0.0,0
1041,37458.51,38270.64,31111.01,34655.25,-1,-1,1199.4273527478445,25.165643608928136,21.66945957268538,-78.33054042731462,-0.19123855478371182,0.1194924289970496,1
1042,34681.44,39920.0,34031.0,38796.29,-1,-1,776.3894830472709,36.484503005732094,40.94535213890053,-59.054647861099475,0.057405146730357015,-0.012155028225637077,0
1043,38810.99,39791.77,36419.62,38324.72,-1,-1,462.4324791340159,35.8200725594164,38.75026765349347,-61.24973234650654,-0.05433265624784089,0.023932073084943717,1
1044,38324.72,40841.0,37800.44,39241.91,-1,-1,143.62199761935972,38.178269510738524,44.646908212560405,-55.35309178743959,0.05341725184761846,-0.018142083298188116,0
1045,39241.92,40411.14,37134.27,38529.98,-1,-1,-57.87868848371545,37.04058624545407,43.08965143774795,-56.91034856225204,0.028845334799476523,-0.07439635317744797,0
1046,38529.99,38877.83,34684.0,35663.49,-1,-1,-37.657965567887004,32.80215340355329,33.94156778137359,-66.05843221862641,0.029093427402774413,0.0,0
1047,38529.99,38877.83,34684.0,35663.49,-1,-1,-62.37342768066992,32.80215340355329,35.84648424074751,-64.15351575925249,0.029093427402774413,-0.029675727193272383,0
1048,35661.79,37338.58,33632.76,34605.15,-1,-1,-46.27544666317863,31.270009310002663,29.147828794838254,-70.85217120516175,-0.10802940178042796,0.029941208172771905,1
1049,34605.15,36488.0,33379.0,35641.27,-1,-1,-138.99834600104714,34.49579821936844,41.52603258029132,-58.47396741970868,-0.070018776392887,0.04524361786210207,1
1050,35641.26,37499.0,34153.84,37253.81,-1,1,-331.5363497650187,39.272826882656226,54.16615964150234,-45.83384035849766,-0.05066267161817571,-0.015051346426043444,0
1051,37253.82,37894.81,35666.0,36693.09,-1,-1,-437.0953524596707,38.22882829876228,50.33893979523831,-49.66106020476168,-0.047674304528577655,0.02386253106511349,1
1052,36694.85,38225.0,35920.0,37568.68,-1,1,-573.2697449925136,40.87208732293871,66.36872185891251,-33.6312781410875,0.05342130004663039,0.0,0
1053,36694.85,38225.0,35920.0,37568.68,-1,1,-664.3100781116896,40.872087322938704,66.36872185891251,-33.6312781410875,0.05342130004663039,0.044667792427096176,1
1054,37568.68,39476.0,37170.0,39246.79,-1,1,-827.8677352682175,46.00751049146973,83.61550217420574,-16.38449782579426,0.13413148042993597,-0.06160478347401155,0
1055,39246.78,39289.07,35555.15,36829.0,-1,-1,-765.0262363230959,40.54376347002439,46.234253551326724,-53.765746448673276,0.033324570084062755,-0.03572728013250437,0
1056,36829.15,37925.0,34800.0,35513.2,-1,-1,-632.1591654382955,37.90548919277948,28.600911283838073,-71.39908871616191,-0.04672300631801152,0.007971965353727573,1
1057,35516.07,36480.0,35222.0,35796.31,-1,-1,-562.9644163346866,38.8278474867057,32.394934333958695,-67.60506566604131,-0.024440023993618387,-0.06267461646186423,0
1058,35796.31,36900.0,33300.0,33552.79,-1,-1,-374.7788143601365,34.459520885614225,3.5548449334424705,-96.44515506655753,-0.10689462605553347,0.0,0
1059,35796.31,36900.0,33300.0,33552.79,-1,-1,-264.1990596597734,34.459520885614225,4.093102331606231,-95.90689766839377,-0.10689462605553347,-0.00512565423024447,0
1060,33556.96,34068.01,31000.0,33380.81,-1,-1,-196.48039509922864,34.11826815875513,28.088839075035366,-71.91116092496463,-0.14946394342059574,0.12004621817145855,1
1061,33380.8,37534.79,32396.82,37388.05,-1,1,-425.4363941928086,47.23111299572009,75.36632845681928,-24.63367154318071,0.0151796138912271,-0.0190523442650794,0
1062,37388.05,38491.0,35782.0,36675.72,-1,1,-526.1784858938827,45.497546681958255,66.96224634261445,-33.037753657385544,0.03273487041438125,0.017893581911957,1
1063,36677.83,37680.4,35936.77,37331.98,-1,1,-627.4184667619979,47.41256805281503,74.7048135913167,-25.295186408683303,0.042900231895410604,-0.047837537682169584,0
1064,37331.98,37463.63,34600.36,35546.11,-1,-1,-566.3823028875795,42.986221285114475,53.63508730533271,-46.36491269466729,0.059408472439996786,0.0,0
1065,37331.98,37463.63,34600.36,35546.11,-1,-1,-519.5133633140722,42.986221285114475,53.63508730533271,-46.36491269466729,0.059408472439996786,0.09774515411109674,1
1066,35546.12,39380.0,34757.0,39020.57,-1,1,-704.5289569134998,52.906422469399395,94.62682869277961,-5.373171307220391,0.1689521614364661,0.03833157742185733,1
1067,39020.56,41064.05,38730.0,40516.29,-1,1,-897.3021323086125,56.421692421684284,94.55726074492871,-5.442739255071287,0.08366951472462451,-0.009187662542646469,0
1068,40516.28,41330.0,39506.4,40144.04,-1,1,-963.5775067405762,55.31504479792724,88.51926427879962,-11.480735721200379,0.09456719595416258,-0.04471473224917066,0
1069,40143.8,40527.14,38116.01,38349.01,-1,1,-854.0975617798501,50.20171837484965,71.14240077444339,-28.85759922555661,0.027242862553767542,-0.006676573919378925,0
1070,38349.0,39559.88,37365.0,38092.97,-1,1,-736.4647925213008,49.498846574889164,68.66379477250727,-31.33620522749273,0.07164947162994771,0.0,0
1071,38349.0,39559.88,37365.0,38092.97,-1,1,-634.549817493006,49.49884657488916,68.66379477250727,-31.33620522749273,0.07164947162994771,-0.05967321529405567,0
1072,38092.97,38202.84,35129.29,35819.84,-1,-1,-401.3168892373003,43.26218964334265,46.65866408518874,-53.34133591481126,-0.08202673615480253,-0.00938362650419422,0
